Country,Province,Name,Owner,Shareholders,ShareholderNationality,PlantRiver,Latitude,Longitude,Status,Capacity,Year,Capital,Link,
México,Puebla,Mazatepec,Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Apulco,20.0142776,-97.4086141,Operacional,220,1962,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Chiapas,Nezahualcóyotl (Malpaso),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Grijalva,17.180465,-93.5992193,Operacional,1080,1969,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Chiapas,Manuel Moreno Torres (Chicoasén),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Grijalva,16.9428637,-93.1095378,Operacional,2400,1981,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Chiapas,Chicoasén II,Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Grijalva,16.9853484,-93.1647699,Planejado,240,Indeterminado,Estatal,https://www.proyectosmexico.gob.mx/proyecto_inversion/209-central-hidroelectrica-chicoasen-ii/,
México,Sonora,Plutarco Elías Calles (El Novillo),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Yaqui,22.1423391,-102.4258831,Operacional,135,1964,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Sinaloa,Raúl J. Marsal (Comedero),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,San Lorenzo,24.5692049,-106.8118129,Operacional,100,1991,Estatal,https://web.archive.org/web/20110426042638/http://www.cfe.gob.mx/QuienesSomos/estadisticas/listadocentralesgeneradoras/Paginas/listadohidroelectricas.aspx,
México,Nayarit/Jalisco,Alfredo Elías Ayub (La Yesca),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Santiago,21.1979549,-104.1102107,Operacional,750,2012,Estatal,https://web.archive.org/web/20110101234309/http://www.cfe.gob.mx/yesca/es/Paginas/Inicio.aspx,
México,Oaxaca,Miguel Alemán (Temascal),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Tonto,18.2320051,-96.4141887,Operacional,354,1959,Estatal,https://web.archive.org/web/20110101234309/http://www.cfe.gob.mx/yesca/es/Paginas/Inicio.aspx,
México,Jalisco,Valentín Gómez Farías (Agua Prieta),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Santiago,20.7839756,-103.330297,Operacional,240,1993,Estatal,https://web.archive.org/web/20110101234309/http://www.cfe.gob.mx/yesca/es/Paginas/Inicio.aspx,
México,Michoacán,La Villita,Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Balsas,18.0475051,-102.1821887,Operacional,300,1973,Estatal,https://web.archive.org/web/20110101234309/http://www.cfe.gob.mx/yesca/es/Paginas/Inicio.aspx,
México,Sinaloa,27 de Septiembre (El Fuerte),Comisión Federal de Electricidad,Comisión Federal de Electricidad,México,Fuerte,26.5075389,-108.5753154,Operacional,59,1960,Estatal,https://web.archive.org/web/20110101234309/http://www.cfe.gob.mx/yesca/es/Paginas/Inicio.aspx,
Belice,Cayo,El Mollejón,Belize Electricity Limited,Fortis/Gobierno de Belice,Canadá,Macal,16.9562662,-89.0454084,Operacional,25,1993,Misto,https://www.bel.com.bz/Company_Information.aspx,
Guatemala,Guatemala,Aguacapa,Instituto Nacional de Electrificación,Gobierno de Guatemala,Guatemala,Aguacapa / Agua Tibia,14.2918297,-90.5066665,Operacional,90,1981,Estatal,http://www.inde.gob.gt/blogs/aguacapa-el-proyecto-hidroelectrico-que-dio-luz-y-esperanza-a-los-guatemaltecos/,
Guatemala,Quetzaltenango,El Canadá,"Generadora de Occidente, Limitada",Enel Green Power ,Itália,Samalá,14.6877335,-91.5338606,Operacional,48,2003,Privado,https://www.enelgreenpower.com/countries/central-america/guatemala,
Guatemala,Alta Verapaz,Chixoy,Instituto Nacional de Electrificación,Guatemala government,Guatemala,Chixoy,15.2811269,-90.4933119,Operacional,300,1983,Estatal,http://www.inde.gob.gt/la-ruta-de-la-energia/,
Guatemala,Quetzaltenango,El Recreo,"Hidrotama, S.A.",Grupo Casado,Guatemala,Samalá,14.6506227,-91.5735937,Operacional,26,1998,Privado,https://www.cnee.gob.gt/wp/hidroelectrica-el-recreo/,
Guatemala,Quetzaltenango/Retalhuleu,El Manantial,"Alternativa de Energía Renovable, S.A.",Empresa Eléctrica de Guatemala (Empresas Públicas de Medellín),Guatemala,Ocosito,14.669470,-91.549958,Planejado,52,Indeterminado,Privado,,
Guatemala,El Quiché,Hidro Xacbal,"Hidro Xacbal, S.A.",Terra Inversiones,Honduras,Xacbal,15.6687581,-91.0985312,Operacional,94,2010,Privado,https://terra-inversiones.com/,
Guatemala,El Quiché,Hidro Xacbal Delta,"Energía Limpia de Guatemala, S.A.",Terra Inversiones,Honduras,Xacbal,15.6201644,-91.0902214,Operacional,75,2017,Privado,https://mem.gob.gt/wp-content/uploads/2021/09/1._-Listado-de-Hidroel%C3%A9ctricas-Mayores-a-5-MW-3.pdf,
Guatemala,Escuintla,Jurún Marinalá,Instituto Nacional de Electrificación,Guatemala government,Guatemala,Michatoya,14.388414,-90.7125517,Operacional,60,1970,Estatal,http://www.inde.gob.gt/la-ruta-de-la-energia/,
Guatemala,Alta Verapaz,Oxec,"Oxec, S.A.","Energy Resources Capital, Corp.",Guatemala,Oxec,15.5896682,-89.7318126,Operacional,26,2015,Privado,http://hidroelectricasoxec.com/hidroelectricas/,
Guatemala,Alta Verapaz,Oxec II,"Oxec II, S.A.","Energy Resources Capital, Corp.",Guatemala,Cahabón,15.5599321,-89.7122669,Operacional,60,2018,Privado,http://hidroelectricasoxec.com/hidroelectricas/,
Guatemala,El Quiché,Palo Viejo,"Renovables de Guatemala, S.A.",Enel Green Power,Itália,Cotzal,15.4951187,-90.8627916,Operacional,85,2012,Privado,https://www.enelgreenpower.com/countries/central-america/guatemala,
Guatemala,Alta Verapaz,Renace,"Recusos Naturales y Celulosas (RENACE, S.A.)",Corporación Multiinversiones,Guatemala,Cahabón,15.4981754,-90.1757393,Operacional,66,2004,Privado,https://cmi.co/es/agrupaciones-de-negocio/cmi-capital/energia?view=default,
Guatemala,Alta Verapaz,Renace II,"Recusos Naturales y Celulosas (RENACE, S.A.)",Corporación Multiinversiones,Guatemala,Cahabón,15.5121633,-90.1058088,Operacional,114,2015,Privado,https://cmi.co/es/agrupaciones-de-negocio/cmi-capital/energia?view=default,
Guatemala,Alta Verapaz,Renace III,"Recusos Naturales y Celulosas (RENACE, S.A.)",Corporación Multiinversiones,Guatemala,Cahabón,15.4996642,-90.061606,Operacional,66,2016,Privado,https://cmi.co/es/agrupaciones-de-negocio/cmi-capital/energia?view=default,
Guatemala,Alta Verapaz,Renace IV,"Recusos Naturales y Celulosas (RENACE, S.A.)",Corporación Multiinversiones,Guatemala,Cahabón,15.4987441,-90.0564454,Operacional,55,2019,Privado,https://cmi.co/es/agrupaciones-de-negocio/cmi-capital/energia?view=default,
Guatemala,Guatemala,Río Las Vacas,"Hidroeléctrica Río Las Vacas, S.A.","Hidroeléctrica Río Las Vacas, S.A.",Guatemala,Las Vacas,14.7611176,-90.5052558,Operacional,42,2002,Privado,https://www.hidrovacas.com/,
El Salvador,Chalatenango/Cabañas,Cerrón Grande,Comisión Hidroeléctrica del Río Lempa,El Salvador government,El Salvador,Lempa,13.9413442,-88.9102192,Operacional,135,1976,Estatal,https://www.cel.gob.sv/central-hidroelectrica-cerron-grande/,
El Salvador,San Vicente/Usulután,15 de September,Comisión Hidroeléctrica del Río Lempa,El Salvador government,El Salvador,Lempa,13.6233412,-88.5611711,Operacional,156.6,1983,Estatal,https://www.cel.gob.sv/central-hidroelectrica-15-de-septiembre/,
El Salvador,Chalatenango/Cabañas,5 de November,Comisión Hidroeléctrica del Río Lempa,El Salvador government,El Salvador,Lempa,13.9913052,-88.7642887,Operacional,81,1954,Estatal,https://www.cel.gob.sv/central-hidroelectrica-5-de-noviembre/,
El Salvador,San Miguel,El Chaparral (3 de Febrero),Comisión Hidroeléctrica del Río Lempa,El Salvador government,El Salvador,Torola,13.868351,-88.3576781,Planejado,66,Indeterminado,Estatal,https://ejatlas.org/print/proyecto-hidroelectrico-el-chaparral-el-salvador,
Honduras,Cortés,Cañaveral,Empresa Nacional de Energía Eléctrica,Honduras government,Honduras,Lago de Yojoa,14.9820549,-88.0231074,Operacional,109,1964,Estatal,http://enee.hn/index.php/centrales-hidroelectricas/80-canaveral,
Honduras,Cortés,Francisco Morazán (El Cajón),Empresa Nacional de Energía Eléctrica,Honduras government,Honduras,Comayagua,15.0279052,-87.7475887,Operacional,300,1985,Estatal,http://enee.hn/index.php/centrales-hidroelectricas/81-cajon,
Honduras,Choluteca/Morazán,José Cecilio del Valle,Empresa Nacional de Energía Eléctrica,Honduras government,Honduras,Grande,13.686920 ,-87.359890,Operacional,30,1994,Estatal,https://www.centralamericadata.com/es/article/home/Honduras_concede_represa_a_consorcio_italohondureno,
Honduras,Cortés,El Tornillito,Hidro Volcán,"Inversiones y Representaciones Electromecánicas, S.A. de C.V.",Honduras,Ulúa,15.2247196,-88.0319935,Planejado,200,Indeterminado,Privado,https://www.hidrovolcanhn.com/quienes-somos,
Honduras,Cortés,La Vegona,"Compañía Hondureña de Energía Renovable, S.A.","Inversiones y Representaciones Electromecánicas, S.A. de C.V. ",Honduras,Humuya,15.0868881,-87.7395315,Operacional,38.5,2014,Privado,http://hydrohn.com,
Honduras,Cortés,Río Lindo,Empresa Nacional de Energía Eléctrica,Honduras government,Honduras,Lago de Yojoa,15.040040,-87.983389,Operacional,80,1971,Estatal,http://enee.hn/index.php/centrales-hidroelectricas/80-canaveral,
Honduras,Yoro,Yaguala,"Energías Limpias del Yaguala, S.A. de C.V.","Corporación Industrial del Norte, S.A.",Honduras,Yaguala,15.312719,-86.807142,Planejado,60,Indeterminado,Privado,https://www.elyaguala.hn/,
Nicarágua,León,Carlos Fonseca (Santa Bárbara),Generadora Hidroeléctrica,Empresa Nicaragüense de Electricidad,Nicarágua,Viejo,12.7158052,-86.2819887,Operacional,54,1971,Estatal,https://enel.gob.ni/hidroelectricas/,
Nicarágua,León,Centroamérica,Generadora Hidroeléctrica,Empresa Nicaragüense de Electricidad,Nicarágua,Tuma,13.1068052,-86.0537887,Operacional,50,1962,Estatal,https://enel.gob.ni/hidroelectricas/,
Nicarágua,Chinandega,Tumarín,Centrales Eléctricas de Nicaragua,Empresa Nicaragüense de Electricidad/Distribuidora de Electricidad del Norte,Nicarágua,Grande,13.0003295,-84.3783238,Planejado,253,Indeterminado,Estatal,https://www.enatrel.gob.ni/tumarin-primer-megaproyecto-en-generacion-hidroelectrica/,
Costa Rica,Cartago,Angostura,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Reventazón,9.9222211,-83.6444628,Operacional,166,1979,Estatal,https://climapesca.org/2017/05/proyecto-hidroelectrico-angostura/,
Costa Rica,Guanacaste/Alajuela,Arenal,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Balsa,10.4460655,-85.0303184,Operacional,180,2000,Estatal,https://grupoice.com/wps/wcm/connect/8823524c-7cc7-4cef-abde-a1f06e14da0e/matriz_folleto_web2.pdf?MOD=AJPERES&CVID=l8SK4gG,
Costa Rica,Cartago,Cachí,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Reventazón,9.8696989,-83.7512465,Operacional,159,1966,Estatal,https://www.muniparaiso.go.cr/lugar/12/represa-hidroelectrica-de-cachi,
Costa Rica,Alajuela,Cariblanco,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Sarapiquí,10.310581,-84.1832123,Operacional,82,2007,Estatal,https://grupoice.com/wps/wcm/connect/8823524c-7cc7-4cef-abde-a1f06e14da0e/matriz_folleto_web2.pdf?MOD=AJPERES&CVID=l8SK4gG,
Costa Rica,Guanacaste,Corobicí (Miguel Dengo),Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Arenal,10.4695053,-85.0806774,Operacional,174,1982,Estatal,https://grupoice.com/wps/wcm/connect/8823524c-7cc7-4cef-abde-a1f06e14da0e/matriz_folleto_web2.pdf?MOD=AJPERES&CVID=l8SK4gG,
Costa Rica,Alajuela,La Garita,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Grande de Tarcoles,9.9342386,-84.3604953,Operacional,40,1958,Estatal,https://grupoice.com/wps/wcm/connect/8823524c-7cc7-4cef-abde-a1f06e14da0e/matriz_folleto_web2.pdf?MOD=AJPERES&CVID=l8SK4gG,
Costa Rica,Alajuela,Peñas Blancas,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Peñas Blancas,10.3846053,-84.5815887,Operacional,36,2002,Estatal,https://www.larepublica.net/noticia/hidroelectrica-penas-blancas-pasa-a-formar-parte-del-ice,
Costa Rica,San José,Pirrís,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Pirrís,9.6313053,-84.1989887,Operacional,140,2011,Estatal,http://www.betonmac.com/index.php/obras/36-costa-rica/105-ph-pirris,
Costa Rica,Cartago,Río Macho,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Reventazón,9.7739053,-83.8435887,Operacional,140,1963,Estatal,https://blogs.iadb.org/efectividad-desarrollo/es/rio-macho-fuente-de-vida-electricidad-y-empleo/,
Costa Rica,Guanacaste,Sandillal,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Arenal / Santa Rosa,10.46449,-85.10350,Operacional,31,1992,Estatal,http://globalenergyobservatory.org/geoid/5262,
Costa Rica,Alajuela,Toro I,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Toro,10.2617653,-84.2673387,Operacional,25,1995,Estatal,,
Costa Rica,Alajuela,Toro II,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Toro,10.2759782,-84.2630947,Operacional,66,1996,Estatal,http://globalenergyobservatory.org/geoid/5750,
Costa Rica,Alajuela,Toro III,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Toro,10.3047546,-84.247216,Operacional,48,2013,Estatal,https://www.nacion.com/economia/ice-inauguro-planta-hidroelectrica-toro-3/YTG22CVW5VD2DO3LLUXXVB2YVE/story/,
Costa Rica,Limón,Reventazón,Instituto Costarricense de Electricidad,Instituto Costarricense de Electricidad,Costa Rica,Reventazón,10.0837799,-83.5636953,Operacional,306,2016,Estatal,https://www.hydrosustainability.org/published-assessments/reventazon,
